3.828125000000000000e-01,1.484375000000000000e-01,1.874999999999999931e-02,1.319999999999999993e-02
3.281250000000000000e-01,1.562500000000000000e-01,7.499999999999999343e-05,1.269999999999999948e-02
5.468750000000000000e-01,3.437500000000000000e-01,2.000000000000000096e-04,2.102499999999999855e-02
4.531250000000000000e-01,2.109375000000000000e-01,5.349999999999999721e-03,2.099999999999999870e-03
4.765625000000000000e-01,1.562500000000000000e-01,2.475000000000000203e-03,1.575000000000000011e-03
5.156250000000000000e-01,3.281250000000000000e-01,9.749999999999999552e-04,6.049999999999999822e-03
4.765625000000000000e-01,2.187500000000000000e-01,2.174999999999999850e-03,1.825000000000000016e-03
4.531250000000000000e-01,2.109375000000000000e-01,2.075000000000000022e-03,1.124999999999999915e-03
4.765625000000000000e-01,2.500000000000000000e-01,1.474999999999999966e-03,1.549999999999999946e-03
4.531250000000000000e-01,6.250000000000000000e-02,2.724999999999999992e-03,1.600000000000000077e-03
4.765625000000000000e-01,2.187500000000000000e-01,9.499999999999999981e-04,1.525000000000000097e-03
5.156250000000000000e-01,3.046875000000000000e-01,1.975000000000000193e-03,8.975000000000000339e-03
4.765625000000000000e-01,1.484375000000000000e-01,2.299999999999999961e-03,5.174999999999999913e-03
4.531250000000000000e-01,1.953125000000000000e-01,2.000000000000000042e-03,1.750000000000000036e-03
5.468750000000000000e-01,4.609375000000000000e-01,2.150000000000000001e-03,7.524999999999999571e-03
3.828125000000000000e-01,1.953125000000000000e-01,1.499999999999999869e-04,7.400000000000000328e-03
3.281250000000000000e-01,1.796875000000000000e-01,7.499999999999999343e-05,7.125000000000000257e-03
4.531250000000000000e-01,2.031250000000000000e-01,2.700000000000000143e-03,2.899999999999999800e-03
4.765625000000000000e-01,3.593750000000000000e-01,1.549999999999999946e-03,1.299999999999999940e-03
5.156250000000000000e-01,3.984375000000000000e-01,1.474999999999999966e-03,7.599999999999999985e-03
4.765625000000000000e-01,3.906250000000000000e-01,2.150000000000000001e-03,2.524999999999999901e-03
4.531250000000000000e-01,4.296875000000000000e-01,1.224999999999999960e-03,2.749999999999999840e-03
3.281250000000000000e-01,2.265625000000000000e-01,2.749999999999999840e-03,2.249999999999999830e-03
5.468750000000000000e-01,5.703125000000000000e-01,5.000000000000000240e-05,6.275000000000000196e-03
3.828125000000000000e-01,2.578125000000000000e-01,1.000000000000000048e-04,2.374999999999999941e-03
4.531250000000000000e-01,3.203125000000000000e-01,2.899999999999999800e-03,1.425000000000000051e-03
4.765625000000000000e-01,4.062500000000000000e-01,1.500000000000000031e-03,1.149999999999999981e-03
5.156250000000000000e-01,3.828125000000000000e-01,1.575000000000000011e-03,1.002499999999999919e-02
4.765625000000000000e-01,2.968750000000000000e-01,1.624999999999999925e-03,1.600000000000000077e-03
4.531250000000000000e-01,3.671875000000000000e-01,1.899999999999999996e-03,3.824999999999999841e-03
3.984375000000000000e-01,3.203125000000000000e-01,2.899999999999999800e-03,2.087500000000000119e-02
3.046875000000000000e-01,2.968750000000000000e-01,2.750000000000000166e-04,2.587499999999999870e-02
5.468750000000000000e-01,4.765625000000000000e-01,9.499999999999999981e-04,1.677500000000000172e-02
4.531250000000000000e-01,3.359375000000000000e-01,3.775000000000000144e-03,1.874999999999999931e-03
4.921875000000000000e-01,3.828125000000000000e-01,1.649999999999999991e-03,1.525000000000000097e-03
5.156250000000000000e-01,3.750000000000000000e-01,2.075000000000000022e-03,1.925000000000000062e-03
4.921875000000000000e-01,3.203125000000000000e-01,1.449999999999999900e-03,1.149999999999999981e-03
4.531250000000000000e-01,3.046875000000000000e-01,1.699999999999999905e-03,1.299999999999999940e-03
4.921875000000000000e-01,3.359375000000000000e-01,1.925000000000000062e-03,8.999999999999999754e-04
4.531250000000000000e-01,2.343750000000000000e-01,1.799999999999999951e-03,1.525000000000000097e-03
